"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18"
"2018-01-08 20:30:00",1278,88,66,42,16,28,50,244,196,18,NA,90,32,20,136,18,28
"2018-01-08 21:00:00",1268,84,60,54,16,28,46,234,194,18,NA,88,28,18,132,18,28
"2018-01-08 21:30:00",1238,84,68,66,14,24,40,220,190,14,NA,88,32,20,126,20,26
"2018-01-08 22:00:00",1206,78,74,60,10,22,52,210,180,14,NA,86,24,14,124,16,28
"2018-01-08 22:30:00",1188,80,48,62,12,24,44,214,174,14,NA,88,24,18,126,16,28
"2018-01-08 23:00:00",1150,80,48,64,10,24,40,214,166,8,NA,82,24,14,118,18,26
"2018-01-08 23:30:00",1134,70,42,62,10,24,48,214,168,10,NA,88,24,14,120,16,28
"2018-01-09 00:00:00",1104,72,46,56,10,22,42,200,162,6,NA,82,20,12,114,12,26
"2018-01-09 00:30:00",1098,72,42,60,12,20,40,200,166,10,NA,82,24,12,116,18,28
"2018-01-09 01:00:00",1080,76,46,58,10,20,40,198,164,6,NA,80,22,14,112,14,26
"2018-01-09 01:30:00",1096,74,44,60,10,18,48,196,166,10,NA,86,22,12,116,18,28
"2018-01-09 02:00:00",1114,72,48,62,10,20,42,200,160,8,NA,84,20,14,112,18,26
"2018-01-09 02:30:00",1118,76,66,58,10,24,40,196,168,8,NA,78,22,12,112,18,28
"2018-01-09 03:00:00",1112,74,52,68,12,18,50,196,182,8,NA,86,22,12,116,18,26
"2018-01-09 03:30:00",1080,74,34,62,10,20,38,200,164,8,NA,84,22,14,114,18,28
"2018-01-09 04:00:00",1090,72,42,58,12,20,42,206,176,8,NA,82,22,12,114,18,26
"2018-01-09 04:30:00",1092,78,42,62,12,18,46,194,168,10,NA,78,26,12,112,14,28
"2018-01-09 05:00:00",1090,74,36,36,10,22,40,204,166,6,NA,90,34,14,120,16,28
"2018-01-09 05:30:00",1124,74,42,34,12,24,48,200,176,10,NA,82,38,12,136,18,26
"2018-01-09 06:00:00",1130,78,58,34,12,20,54,194,180,10,NA,82,38,12,128,16,28
"2018-01-09 06:30:00",1178,70,68,36,12,22,44,202,184,14,NA,84,46,12,132,14,26
"2018-01-09 07:00:00",1334,76,100,40,14,26,60,204,218,16,NA,88,54,24,142,14,32
"2018-01-09 07:30:00",1500,84,176,58,16,26,72,210,214,14,NA,86,56,36,146,16,30
"2018-01-09 08:00:00",1848,98,222,152,24,46,78,228,250,12,NA,88,72,60,164,16,34
"2018-01-09 08:30:00",2398,100,294,214,30,66,96,272,274,16,NA,100,96,76,218,74,32
"2018-01-09 09:00:00",3242,114,336,326,54,134,180,302,392,16,NA,98,158,128,290,232,52
"2018-01-09 09:30:00",3448,128,356,358,54,154,174,336,438,20,NA,96,194,154,310,234,52
"2018-01-09 10:00:00",3628,122,372,304,54,162,200,370,490,20,NA,102,200,154,370,222,50
"2018-01-09 10:30:00",3936,126,358,324,56,172,222,412,532,24,NA,100,244,198,424,228,50
"2018-01-09 11:00:00",3970,140,376,344,68,192,230,414,538,26,NA,104,258,220,430,230,50
"2018-01-09 11:30:00",NA,136,364,334,96,218,226,418,550,32,NA,106,250,154,428,240,48
"2018-01-09 12:00:00",3842,146,338,338,54,220,234,410,532,50,NA,98,248,156,412,218,50
"2018-01-09 12:30:00",3644,140,266,296,46,196,218,398,496,58,NA,98,232,166,418,218,44
"2018-01-09 13:00:00",3892,150,248,310,98,174,226,424,482,62,NA,98,246,156,436,218,48
"2018-01-09 13:30:00",4020,158,252,356,88,176,254,466,540,68,NA,100,274,204,428,240,46
"2018-01-09 14:00:00",3978,154,262,362,82,174,224,494,552,60,NA,106,262,158,380,232,48
"2018-01-09 14:30:00",3926,148,266,364,68,176,240,506,546,58,NA,100,262,164,350,220,48
"2018-01-09 15:00:00",3858,152,266,370,66,174,240,496,550,62,NA,96,250,162,320,250,52
"2018-01-09 15:30:00",3666,160,238,344,42,170,200,496,512,76,NA,100,248,164,314,216,52
"2018-01-09 16:00:00",3646,150,230,344,46,166,208,474,520,78,NA,102,244,138,302,232,50
"2018-01-09 16:30:00",3630,148,224,342,86,150,202,468,500,80,NA,96,222,128,308,252,48
"2018-01-09 17:00:00",3504,154,224,322,82,144,198,462,486,120,NA,96,194,126,294,260,44
"2018-01-09 17:30:00",3350,146,216,286,76,132,182,422,454,138,NA,100,164,122,278,250,44
"2018-01-09 18:00:00",3128,148,186,242,72,122,162,410,438,124,NA,96,162,106,262,240,44
"2018-01-09 18:30:00",2896,142,164,240,70,94,134,396,390,124,NA,88,140,94,256,244,40
"2018-01-09 19:00:00",2646,136,152,216,38,68,120,360,356,120,NA,94,112,72,240,230,30
"2018-01-09 19:30:00",2428,126,144,178,32,56,120,292,352,122,NA,96,104,60,220,234,28
"2018-01-09 20:00:00",2204,120,122,114,30,52,94,290,308,110,NA,92,86,46,208,244,28
"2018-01-09 20:30:00",2038,120,118,88,30,48,78,272,286,96,NA,88,90,48,194,230,30
"2018-01-09 21:00:00",1764,112,118,78,16,40,62,262,264,44,NA,86,80,30,174,168,28
"2018-01-09 21:30:00",1468,106,94,70,10,34,58,254,234,26,NA,92,54,18,174,42,28
"2018-01-09 22:00:00",1388,104,72,60,10,34,50,244,220,16,NA,86,42,16,160,24,30
"2018-01-09 22:30:00",1362,100,70,66,8,30,52,236,224,14,NA,88,44,16,162,22,28
"2018-01-09 23:00:00",1328,96,66,66,4,30,46,228,208,14,NA,90,46,14,154,20,28
"2018-01-09 23:30:00",1296,94,66,62,4,32,46,222,196,16,NA,86,40,14,150,22,28
"2018-01-10 00:00:00",1256,92,58,56,2,26,54,218,190,10,NA,80,38,12,150,18,28
"2018-01-10 00:30:00",1256,92,64,60,4,28,44,228,198,12,NA,86,42,12,126,22,28
"2018-01-10 01:00:00",1272,92,70,64,4,30,50,228,198,12,NA,88,42,14,130,22,28
"2018-01-10 01:30:00",1276,94,86,62,4,26,56,236,198,10,NA,86,44,12,126,22,28
"2018-01-10 02:00:00",1248,92,62,60,2,30,48,238,186,12,NA,80,40,14,132,22,28
"2018-01-10 02:30:00",1236,92,54,60,6,26,52,236,192,10,NA,92,42,12,124,22,30
"2018-01-10 03:00:00",1240,92,54,64,6,26,56,232,186,8,NA,90,40,12,128,22,28
"2018-01-10 03:30:00",1224,92,56,60,2,26,44,232,178,8,NA,86,40,14,126,24,28
"2018-01-10 04:00:00",1216,92,56,64,4,26,50,226,188,8,NA,94,34,12,126,22,28
"2018-01-10 04:30:00",1232,92,54,62,4,24,54,228,186,8,NA,84,38,14,132,22,28
"2018-01-10 05:00:00",1208,88,52,42,2,28,52,232,182,8,NA,92,46,12,134,20,28
"2018-01-10 05:30:00",1254,90,68,38,4,28,68,226,186,8,NA,90,50,12,148,20,28
"2018-01-10 06:00:00",1250,92,82,38,6,26,60,234,180,8,NA,88,54,12,142,22,28
"2018-01-10 06:30:00",1332,88,102,36,6,26,54,240,196,12,NA,92,60,18,146,22,28
"2018-01-10 07:00:00",1392,96,84,44,8,28,66,248,216,14,NA,90,64,26,154,18,30
"2018-01-10 07:30:00",1524,94,88,82,8,32,84,252,230,20,NA,98,68,36,160,18,26
"2018-01-10 08:00:00",1762,98,112,124,12,38,88,262,244,14,NA,92,96,56,162,22,28
"2018-01-10 08:30:00",2496,108,160,196,22,78,112,292,322,22,NA,96,116,112,240,152,34
"2018-01-10 09:00:00",3240,128,212,304,54,166,170,326,388,22,NA,104,164,164,314,246,48
"2018-01-10 09:30:00",3444,134,258,338,52,180,192,338,422,26,NA,108,188,190,398,222,56
"2018-01-10 10:00:00",3510,132,226,278,40,204,204,366,460,20,NA,98,198,190,398,242,56
"2018-01-10 10:30:00",3586,138,230,284,50,198,216,378,474,26,NA,106,214,176,422,222,54
"2018-01-10 11:00:00",3746,138,244,330,48,210,204,386,478,40,NA,108,238,168,426,254,58
"2018-01-10 11:30:00",3638,152,232,304,40,214,204,370,458,50,NA,102,250,148,404,286,56
"2018-01-10 12:00:00",3486,146,242,276,38,206,192,370,462,46,NA,100,228,150,378,266,56
"2018-01-10 12:30:00",3422,148,204,290,44,196,194,370,452,48,NA,104,228,146,386,240,48
"2018-01-10 13:00:00",3376,146,198,240,48,170,172,374,468,48,NA,102,206,100,372,282,48
"2018-01-10 13:30:00",3480,148,198,266,44,184,196,386,498,44,NA,100,218,130,370,258,50
"2018-01-10 14:00:00",3424,154,212,258,40,206,186,382,498,46,NA,106,214,124,338,224,50
"2018-01-10 14:30:00",3482,152,256,272,38,196,186,394,518,44,NA,110,214,134,324,244,48
"2018-01-10 15:00:00",3570,144,286,284,86,180,184,388,518,68,NA,104,196,138,312,272,48
"2018-01-10 15:30:00",3396,154,310,294,84,130,180,380,486,74,NA,104,174,122,300,262,48
"2018-01-10 16:00:00",3240,138,224,276,76,128,176,362,492,74,NA,102,178,114,296,232,48
"2018-01-10 16:30:00",3228,142,216,258,76,122,172,364,494,82,NA,102,176,128,292,222,50
"2018-01-10 17:00:00",3192,144,226,224,68,118,160,358,492,88,NA,102,172,96,286,244,48
"2018-01-10 17:30:00",2948,138,182,210,46,102,140,342,426,90,NA,100,158,96,264,226,48
"2018-01-10 18:00:00",2800,134,160,206,44,70,124,320,392,110,NA,100,150,92,254,198,42
"2018-01-10 18:30:00",2658,128,152,194,42,70,118,312,368,118,NA,98,106,78,238,220,36
"2018-01-10 19:00:00",2472,122,132,170,36,58,108,298,348,102,NA,94,86,74,230,224,30
"2018-01-10 19:30:00",2322,118,110,178,34,54,98,304,322,92,NA,98,70,68,198,188,28
"2018-01-10 20:00:00",2150,120,122,134,32,52,96,284,304,86,NA,94,58,46,186,220,26
"2018-01-10 20:30:00",1962,110,102,102,30,50,76,268,290,80,NA,90,46,38,188,228,28
"2018-01-10 21:00:00",1686,110,86,92,20,42,66,258,268,52,NA,90,42,30,176,160,28
"2018-01-10 21:30:00",1442,104,78,74,10,32,54,238,236,38,NA,92,32,20,166,50,26
"2018-01-10 22:00:00",1330,98,72,62,6,26,58,236,202,24,NA,94,32,12,150,18,28
"2018-01-10 22:30:00",1312,92,68,68,4,28,58,232,202,18,NA,86,28,14,142,20,28
"2018-01-10 23:00:00",1262,92,66,64,4,30,48,220,198,10,NA,94,26,14,138,20,26
"2018-01-10 23:30:00",1276,90,64,64,4,26,54,230,198,12,NA,92,26,14,140,16,28
"2018-01-11 00:00:00",1250,82,78,56,2,22,52,226,186,8,NA,84,26,12,134,14,26
"2018-01-11 00:30:00",1224,84,66,62,6,24,50,230,188,8,NA,90,26,12,132,18,28
"2018-01-11 01:00:00",1220,82,52,64,4,24,54,234,192,10,NA,90,24,14,136,18,26
"2018-01-11 01:30:00",1212,88,48,66,6,26,54,232,190,8,NA,86,26,12,134,16,28
"2018-01-11 02:00:00",1208,82,48,64,2,24,52,232,184,8,NA,92,24,14,136,20,26
"2018-01-11 02:30:00",1212,84,48,64,4,24,54,230,184,12,NA,84,26,14,136,16,28
"2018-01-11 03:00:00",1204,80,50,64,4,26,54,236,186,8,NA,92,24,12,130,14,26
"2018-01-11 03:30:00",1204,86,50,62,4,24,54,232,186,8,NA,90,26,14,136,16,28
"2018-01-11 04:00:00",1214,84,56,62,4,24,52,234,178,10,NA,84,24,12,132,14,28
"2018-01-11 04:30:00",1246,78,70,66,4,24,56,232,180,10,NA,94,32,12,140,18,26
"2018-01-11 05:00:00",1220,84,54,46,4,24,58,236,186,10,NA,86,40,14,142,14,28
"2018-01-11 05:30:00",1220,78,62,36,6,26,68,232,182,6,NA,88,42,12,148,12,26
"2018-01-11 06:00:00",1236,76,66,44,6,28,62,234,182,10,NA,94,40,14,146,16,28
"2018-01-11 06:30:00",1264,80,66,56,4,24,64,232,188,8,NA,84,46,14,150,16,26
"2018-01-11 07:00:00",1400,72,74,62,8,26,60,248,222,8,NA,98,56,30,156,16,28
"2018-01-11 07:30:00",1560,76,116,100,6,30,68,246,242,14,NA,88,70,38,168,18,28
"2018-01-11 08:00:00",1760,86,128,134,8,34,72,280,256,16,NA,102,82,66,180,18,32
"2018-01-11 08:30:00",2418,94,164,194,22,66,96,318,296,22,NA,104,102,94,242,116,32
"2018-01-11 09:00:00",3108,108,208,278,42,92,170,334,436,22,NA,100,150,164,334,262,36
"2018-01-11 09:30:00",3318,110,208,318,42,122,202,360,452,22,NA,104,178,176,372,278,36
"2018-01-11 10:00:00",3330,122,220,254,38,128,214,384,468,22,NA,104,182,178,362,276,34
"2018-01-11 10:30:00",3426,120,238,278,38,114,208,392,504,24,NA,98,200,146,376,278,38
"2018-01-11 11:00:00",3584,128,212,294,38,122,220,406,542,34,NA,104,226,172,406,268,42
"2018-01-11 11:30:00",3578,134,226,284,40,120,204,408,550,46,NA,112,232,180,400,214,50
"2018-01-11 12:00:00",3546,130,220,298,44,122,220,398,518,46,NA,102,246,162,426,198,48
"2018-01-11 12:30:00",3556,132,234,304,38,130,210,394,534,54,NA,102,242,176,374,210,48
"2018-01-11 13:00:00",3796,142,270,290,48,174,204,420,544,64,NA,108,250,148,380,218,46
"2018-01-11 13:30:00",3986,148,350,286,52,194,220,438,564,56,NA,106,266,182,384,234,50
"2018-01-11 14:00:00",3980,150,350,308,56,190,238,440,590,54,NA,110,250,178,374,260,50
"2018-01-11 14:30:00",3748,146,254,288,54,180,230,434,574,50,NA,108,238,182,344,268,50
"2018-01-11 15:00:00",3686,146,228,312,50,182,192,440,550,58,NA,102,236,156,334,272,52
"2018-01-11 15:30:00",3554,138,246,288,42,152,204,430,520,56,NA,106,246,160,320,274,58
"2018-01-11 16:00:00",3492,142,204,290,48,136,192,434,538,54,NA,108,236,156,318,236,54
"2018-01-11 16:30:00",3548,146,196,282,84,126,192,420,496,74,NA,104,238,178,328,244,54
"2018-01-11 17:00:00",3408,146,194,292,94,102,186,404,476,118,NA,104,206,142,300,256,46
"2018-01-11 17:30:00",3252,146,170,252,54,96,172,394,448,142,NA,106,180,112,278,248,46
"2018-01-11 18:00:00",3098,130,176,210,52,92,162,384,404,124,NA,106,164,120,258,250,44
"2018-01-11 18:30:00",2878,134,172,210,66,80,150,374,388,130,NA,100,130,98,250,186,42
"2018-01-11 19:00:00",2602,132,150,174,34,52,112,346,364,136,NA,104,108,84,220,190,30
"2018-01-11 19:30:00",2454,124,132,154,34,50,92,326,344,130,NA,96,92,70,202,194,28
"2018-01-11 20:00:00",2236,116,114,144,26,46,94,298,334,112,NA,96,80,58,182,192,30
"2018-01-11 20:30:00",2072,108,110,114,24,36,78,292,316,94,NA,100,72,68,174,162,28
"2018-01-11 21:00:00",1752,106,104,96,18,32,66,272,302,50,NA,92,68,32,158,68,30
"2018-01-11 21:30:00",1554,96,108,78,12,32,60,262,264,30,NA,100,52,24,156,22,28
"2018-01-11 22:00:00",1442,92,104,70,4,28,56,250,252,20,NA,94,48,18,150,18,30
"2018-01-11 22:30:00",1394,84,74,74,6,32,60,248,248,12,NA,94,44,16,148,20,28
"2018-01-11 23:00:00",1348,80,66,68,4,30,56,244,234,12,NA,94,38,16,142,18,28
"2018-01-11 23:30:00",1318,82,60,72,6,30,50,236,238,16,NA,86,34,16,138,14,30
"2018-01-12 00:00:00",1274,74,56,64,2,26,50,228,224,10,NA,84,32,14,128,14,28
"2018-01-12 00:30:00",1274,76,62,74,4,30,52,236,224,10,NA,86,30,14,132,16,28
"2018-01-12 01:00:00",1258,76,60,70,6,26,52,230,226,12,NA,86,30,14,130,14,30
"2018-01-12 01:30:00",1256,74,60,70,4,26,48,230,218,10,NA,88,30,18,128,14,28
"2018-01-12 02:00:00",1282,76,68,70,4,34,54,228,214,14,NA,80,34,14,138,14,28
"2018-01-12 02:30:00",1276,74,82,70,4,30,52,230,208,10,NA,88,32,16,132,20,28
"2018-01-12 03:00:00",1250,76,58,70,4,30,48,228,204,10,NA,90,30,14,132,14,30
"2018-01-12 03:30:00",1248,74,56,70,6,26,54,228,206,14,NA,86,30,16,136,14,28
"2018-01-12 04:00:00",1262,74,60,70,6,28,52,228,202,12,NA,92,34,16,138,18,28
"2018-01-12 04:30:00",1262,76,58,76,4,28,50,232,214,12,NA,82,36,14,138,18,28
"2018-01-12 05:00:00",1258,72,62,46,2,28,60,234,208,8,NA,94,42,14,144,16,30
"2018-01-12 05:30:00",1244,74,58,42,6,28,56,234,208,12,NA,82,38,18,148,16,28
"2018-01-12 06:00:00",1278,76,72,42,4,30,52,228,206,10,NA,88,40,12,144,16,28
"2018-01-12 06:30:00",1324,72,90,48,6,30,60,234,222,12,NA,80,46,18,146,16,28
"2018-01-12 07:00:00",1466,74,120,48,8,32,64,236,248,14,NA,94,50,44,154,14,30
"2018-01-12 07:30:00",1556,76,108,94,10,32,64,238,256,14,NA,84,56,64,166,16,30
"2018-01-12 08:00:00",1802,82,134,138,12,38,72,258,286,12,NA,94,82,88,170,20,36
"2018-01-12 08:30:00",2342,92,180,162,16,64,94,286,300,18,NA,90,100,106,230,124,34
"2018-01-12 09:00:00",3050,106,220,248,44,124,164,310,386,22,NA,96,130,162,300,256,64
"2018-01-12 09:30:00",3270,116,288,300,42,148,176,330,406,14,NA,90,166,180,362,214,66
"2018-01-12 10:00:00",3402,124,350,278,38,138,170,366,436,18,NA,112,178,186,352,240,64
"2018-01-12 10:30:00",3446,124,350,264,40,166,178,370,438,20,NA,104,176,192,374,254,62
"2018-01-12 11:00:00",3478,126,232,284,36,178,178,378,470,26,NA,120,182,190,388,248,60
"2018-01-12 11:30:00",3556,134,250,264,80,202,178,372,470,30,NA,118,176,188,378,256,60
"2018-01-12 12:00:00",3520,130,256,274,78,186,186,366,494,22,NA,114,180,184,374,252,56
"2018-01-12 12:30:00",3500,130,248,280,70,202,188,358,482,26,NA,116,186,172,382,244,50
"2018-01-12 13:00:00",3472,144,228,254,38,164,190,376,478,42,NA,112,190,166,370,262,50
"2018-01-12 13:30:00",3584,152,244,256,36,210,194,396,496,46,NA,122,200,186,364,228,50
"2018-01-12 14:00:00",3680,154,342,288,48,222,204,404,502,44,NA,120,212,162,340,182,52
"2018-01-12 14:30:00",3614,164,364,264,58,212,202,424,498,46,NA,118,198,162,320,184,48
"2018-01-12 15:00:00",3582,158,344,274,66,192,180,420,490,48,NA,106,216,156,314,182,50
"2018-01-12 15:30:00",3566,142,342,302,64,196,184,410,466,52,NA,114,204,174,308,198,50
"2018-01-12 16:00:00",3526,146,348,294,62,184,182,390,472,60,NA,116,208,156,298,200,50
"2018-01-12 16:30:00",3568,142,348,262,66,180,184,382,470,64,NA,108,220,190,284,242,50
"2018-01-12 17:00:00",3368,146,336,234,62,106,180,374,458,100,NA,112,192,168,270,264,48
"2018-01-12 17:30:00",3246,154,324,220,48,114,132,372,442,114,NA,116,148,158,246,250,48
"2018-01-12 18:00:00",3054,138,288,212,38,106,112,376,408,116,NA,100,120,152,238,250,44
"2018-01-12 18:30:00",2828,138,278,208,32,76,124,350,378,112,NA,108,110,112,222,242,40
"2018-01-12 19:00:00",2580,130,282,154,32,44,90,324,342,112,NA,100,96,94,194,248,30
"2018-01-12 19:30:00",2402,136,262,136,30,40,84,306,322,102,NA,96,84,88,188,230,28
"2018-01-12 20:00:00",2096,116,136,88,28,38,76,284,302,98,NA,100,78,74,182,238,28
"2018-01-12 20:30:00",1874,112,96,78,28,36,48,270,280,84,NA,92,66,58,168,210,28
"2018-01-12 21:00:00",1580,108,86,82,22,32,40,266,260,52,NA,98,56,38,164,62,26
"2018-01-12 21:30:00",1462,110,96,68,14,32,46,258,228,40,NA,96,46,20,156,20,28
"2018-01-12 22:00:00",1324,96,60,62,10,26,42,250,208,22,NA,94,38,18,140,18,28
"2018-01-12 22:30:00",1304,94,54,62,10,26,36,248,210,16,NA,94,40,18,140,16,26
"2018-01-12 23:00:00",1252,86,52,60,8,26,42,246,200,14,NA,88,30,16,138,16,28
"2018-01-12 23:30:00",1254,84,50,66,8,28,34,244,190,16,NA,88,26,20,130,20,26
"2018-01-13 00:00:00",1222,80,48,58,8,22,30,232,190,10,NA,78,24,16,138,14,26
"2018-01-13 00:30:00",1210,80,46,62,8,24,42,234,198,8,NA,86,26,16,134,16,28
"2018-01-13 01:00:00",1200,82,42,64,8,26,36,240,190,12,NA,86,26,18,136,16,26
"2018-01-13 01:30:00",1208,80,52,66,10,24,32,236,188,12,NA,78,24,18,134,18,26
"2018-01-13 02:00:00",1234,82,66,60,10,24,40,236,192,10,NA,86,24,18,134,16,28
"2018-01-13 02:30:00",1202,84,50,58,8,26,34,236,192,12,NA,82,30,16,140,18,26
"2018-01-13 03:00:00",1194,76,42,62,10,24,34,236,186,10,NA,86,26,16,142,16,28
"2018-01-13 03:30:00",1206,76,46,62,8,24,40,240,188,16,NA,84,26,16,140,18,26
"2018-01-13 04:00:00",1200,76,44,64,8,26,32,238,186,16,NA,82,24,16,144,14,28
"2018-01-13 04:30:00",1188,78,44,60,10,22,34,236,192,14,NA,88,26,18,144,16,26
"2018-01-13 05:00:00",1164,74,46,40,8,24,44,232,186,16,NA,80,28,18,140,16,28
"2018-01-13 05:30:00",1198,72,52,46,8,24,36,232,186,10,NA,94,26,18,144,16,26
"2018-01-13 06:00:00",1228,74,66,42,12,28,48,232,190,8,NA,78,24,18,142,16,28
"2018-01-13 06:30:00",1310,70,86,52,12,26,78,236,188,10,NA,86,32,16,138,14,26
"2018-01-13 07:00:00",1402,74,102,74,14,24,68,244,182,10,NA,86,38,22,144,14,28
"2018-01-13 07:30:00",1450,68,64,74,12,28,76,240,188,10,NA,96,38,36,144,20,26
"2018-01-13 08:00:00",1548,74,94,74,14,30,82,252,220,10,NA,88,32,68,142,14,28
"2018-01-13 08:30:00",1538,78,100,78,16,30,80,254,218,12,NA,92,32,58,146,18,30
"2018-01-13 09:00:00",1568,86,96,76,14,26,90,244,206,6,NA,94,40,72,156,40,28
"2018-01-13 09:30:00",1514,88,114,74,14,26,96,236,190,10,NA,94,40,68,144,32,28
"2018-01-13 10:00:00",1474,86,122,76,10,26,76,232,196,10,NA,106,32,60,136,36,30
"2018-01-13 10:30:00",1430,92,108,76,10,24,74,232,178,12,NA,94,30,54,144,30,28
"2018-01-13 11:00:00",1412,92,100,74,8,26,82,238,186,8,NA,102,26,56,136,32,30
"2018-01-13 11:30:00",1420,86,96,78,6,26,76,238,182,8,NA,102,30,56,136,32,28
"2018-01-13 12:00:00",1436,86,94,70,6,26,80,234,200,12,NA,96,26,56,142,30,28
"2018-01-13 12:30:00",1414,88,78,76,6,26,74,236,206,14,NA,102,24,60,138,30,28
"2018-01-13 13:00:00",1378,86,70,68,4,30,64,238,172,10,NA,104,22,48,134,26,28
"2018-01-13 13:30:00",1444,90,80,74,10,28,70,240,180,16,NA,96,26,48,148,28,26
"2018-01-13 14:00:00",1438,86,98,78,8,32,72,240,186,10,NA,100,28,44,130,26,28
"2018-01-13 14:30:00",1442,88,78,72,10,32,66,238,194,14,NA,98,30,46,142,24,28
"2018-01-13 15:00:00",1426,86,70,72,12,28,60,238,192,10,NA,92,26,46,142,18,26
"2018-01-13 15:30:00",1412,88,68,70,12,32,58,240,190,12,NA,96,28,48,140,20,28
"2018-01-13 16:00:00",1456,86,66,66,16,30,56,240,190,12,NA,96,36,48,150,20,28
"2018-01-13 16:30:00",1470,86,64,66,16,34,58,244,190,12,NA,94,38,52,148,18,26
"2018-01-13 17:00:00",1540,90,68,62,14,34,60,246,194,20,NA,90,44,46,160,18,28
"2018-01-13 17:30:00",1524,88,68,60,18,34,56,240,210,18,NA,98,42,50,152,18,26
"2018-01-13 18:00:00",1520,88,76,64,14,32,58,240,210,22,NA,100,42,30,154,20,28
"2018-01-13 18:30:00",1538,80,94,58,18,36,72,246,220,24,NA,96,44,34,160,20,28
"2018-01-13 19:00:00",1380,84,68,52,14,32,72,250,208,16,NA,98,42,26,156,16,26
"2018-01-13 19:30:00",1296,74,68,44,14,34,60,244,202,14,NA,96,40,14,150,20,28
"2018-01-13 20:00:00",1262,76,62,40,14,32,58,238,194,16,NA,90,40,16,136,18,28
"2018-01-13 20:30:00",1250,78,62,38,12,32,48,238,188,16,NA,94,40,12,140,16,26
"2018-01-13 21:00:00",1264,76,58,56,12,28,44,234,188,16,NA,90,38,14,136,16,28
"2018-01-13 21:30:00",1244,78,62,68,12,28,42,230,184,16,NA,92,36,14,138,20,28
"2018-01-13 22:00:00",1214,72,54,68,8,28,38,228,178,14,NA,96,34,14,140,14,26
"2018-01-13 22:30:00",1204,72,54,64,8,28,42,226,180,12,NA,84,30,12,130,16,28
"2018-01-13 23:00:00",1202,68,68,64,8,26,48,220,174,14,NA,94,30,12,134,18,26
"2018-01-13 23:30:00",1180,70,62,66,10,26,34,224,176,12,NA,90,28,14,130,14,28
"2018-01-14 00:00:00",1152,66,44,60,10,20,38,216,174,6,NA,84,26,12,126,14,26
"2018-01-14 00:30:00",1172,72,46,64,8,26,48,218,178,10,NA,92,30,12,136,14,28
"2018-01-14 01:00:00",1174,72,40,64,8,24,34,224,176,12,NA,84,28,12,134,16,26
"2018-01-14 01:30:00",1172,72,50,64,10,26,38,226,182,14,NA,92,28,14,138,16,28
"2018-01-14 02:00:00",1166,70,46,66,8,22,40,228,180,16,NA,86,28,12,128,18,28
"2018-01-14 02:30:00",1156,72,44,64,8,26,32,220,174,16,NA,88,28,12,132,18,26
"2018-01-14 03:00:00",1150,72,44,58,8,24,40,224,170,12,NA,92,28,12,128,14,28
"2018-01-14 03:30:00",1156,68,60,66,8,26,38,222,174,8,NA,82,26,14,138,18,26
"2018-01-14 04:00:00",1170,72,70,64,12,24,32,222,170,12,NA,90,26,12,132,16,28
"2018-01-14 04:30:00",1150,70,46,64,10,24,38,218,172,14,NA,86,26,14,132,16,26
"2018-01-14 05:00:00",1128,72,48,42,8,24,38,226,172,16,NA,90,30,14,130,16,28
"2018-01-14 05:30:00",1138,70,50,32,8,26,38,228,174,14,NA,86,28,12,132,16,26
"2018-01-14 06:00:00",1230,72,64,52,8,24,62,224,168,14,NA,88,26,18,134,14,28
"2018-01-14 06:30:00",1278,70,68,52,10,26,58,222,182,14,NA,90,30,20,134,16,28
"2018-01-14 07:00:00",1376,70,82,58,10,30,72,230,180,12,NA,86,34,22,130,16,30
"2018-01-14 07:30:00",1424,72,106,58,8,34,70,226,180,12,NA,96,40,28,140,16,30
"2018-01-14 08:00:00",1368,72,82,62,4,34,64,230,190,14,NA,88,44,30,136,16,28
"2018-01-14 08:30:00",1316,74,78,60,6,30,66,230,178,10,NA,100,34,32,126,14,30
"2018-01-14 09:00:00",1330,74,74,62,0,30,76,228,166,8,NA,98,40,32,130,16,28
"2018-01-14 09:30:00",1302,78,76,58,0,28,76,232,168,8,NA,96,46,30,128,16,30
"2018-01-14 10:00:00",1288,76,68,62,0,28,70,224,172,10,NA,102,50,28,124,18,28
"2018-01-14 10:30:00",1264,74,70,60,0,24,76,228,160,8,NA,100,38,32,124,16,30
"2018-01-14 11:00:00",1264,76,82,62,0,24,68,232,152,8,NA,98,38,26,122,18,28
"2018-01-14 11:30:00",1252,80,88,58,0,20,68,228,154,10,NA,104,36,32,120,16,30
"2018-01-14 12:00:00",1226,78,66,58,0,22,74,228,158,6,NA,100,24,26,126,16,28
"2018-01-14 12:30:00",1218,78,60,60,0,20,74,228,156,8,NA,92,32,28,124,16,28
"2018-01-14 13:00:00",1206,76,56,62,0,22,72,224,158,8,NA,96,22,20,120,12,30
"2018-01-14 13:30:00",1202,76,52,58,0,24,72,218,154,10,NA,98,16,26,122,14,30
"2018-01-14 14:00:00",1202,78,52,60,0,24,64,220,158,10,NA,94,18,22,118,16,28
"2018-01-14 14:30:00",1234,76,54,62,0,24,58,220,160,10,NA,96,20,30,118,16,30
"2018-01-14 15:00:00",1270,78,58,58,2,28,58,220,174,8,NA,96,26,34,122,16,28
